,date,new_cases,d_s_pos,d_s_neg,total,por_pos,por_neg,pos_strength,neg_strength
560,04-08-2021,13.423067789926634,0.109970049,0.890029951,9.241257475,-1.863184542,0.059786538,-0.20489449537978255,0.05321180948659964
561,05-08-2021,13.442890593729508,0.102701426,0.897298574,9.185945215,-0.130367053,-0.08593762,-0.013388882246517578,-0.07711170387895389
562,06-08-2021,13.619273021515856,0.118271911,0.881728089,9.225524507,-1.211562402,0.246161626,-0.1432938005802902,0.2170476200781127
563,07-08-2021,13.219361223208004,0.111660648,0.888339352,8.91449171,-0.819937,-0.152126309,-0.091554696739176,-0.13513978675921176
564,08-08-2021,12.998128070543924,0.095665697,0.904334303,9.090204571,0.163515482,-0.232807069,0.015642822555820952,-0.2105354184775879
565,09-08-2021,13.39060877559095,0.105383258,0.894616742,9.130647603,0.569492029,0.249786744,0.060014925421050476,0.22346340311206805
566,10-08-2021,13.382648558999158,0.119036605,0.880963395,8.936561205,0.030006271,-0.061682698,0.0035718446285499554,-0.05434019904283971
567,11-08-2021,13.49877859375404,0.091801407,0.908198593,9.201501423,-0.122992985,-0.34236091,-0.011290929074129895,-0.31093169676019966
568,12-08-2021,13.47412949273408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,13-08-2021,13.599481637535472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,14-08-2021,13.188044370672012,0.100832447,0.899167553,8.909100135,0.864106917,-1.19815554,0.0871300149107359,-1.0773425850151934
571,15-08-2021,13.047667848057296,0.112695472,0.887304528,8.971067439,-1.598736516,0.141491256,-0.18017036627425556,0.12554583212120718
572,16-08-2021,13.427803341044685,0.114327306,0.885672694,9.170559502,0.369355043,-0.633346208,0.04222736702370416,-0.5609374422740443
573,17-08-2021,13.434343838408932,0.135058228,0.864941772,8.878776072,-0.663890506,-0.247664884,-0.08966387532638337,-0.21421570362913445
574,18-08-2021,13.498358479328465,0.134534719,0.865465281,9.033125753,-0.951392643,0.151455227,-0.12799534188467232,0.1310792405944738
575,19-08-2021,13.480953486243443,0.104845429,0.895154571,8.809564253,-0.113804095,-0.145119831,-0.011931839162231755,-0.1299046800623975
576,20-08-2021,13.5799388460106,0.106358838,0.893641162,9.010302809,0.004380642,0.64249455,0.00046591999281399597,0.574159576240667
577,21-08-2021,13.199679910901116,0.118578208,0.881421792,8.964184046,0.201673543,0.23287622,0.023914087329950946,0.20526217514658623
578,22-08-2021,13.009179001684195,0.14537791,0.85462209,9.367344121,0.062273969,0.28965125,0.00905325946062479,0.24754235664611252
579,23-08-2021,13.46519676749204,0.1189222,0.8810778,9.221379219,0.037752093,-0.98704803,0.0044895619541646,-0.869666106766734
580,24-08-2021,13.439983306461064,0.130475123,0.869524877,9.311271091,-0.288588932,0.447243693,-0.037653676399138636,0.38888951714485076
581,25-08-2021,13.50124765803255,0.114492116,0.885507884,9.158941809,-1.494521193,0.35021582,-0.1711108937934144,0.3101188697115249
582,26-08-2021,13.50856547259828,0.128063068,0.871936932,9.085003881,0.405757665,-0.537076243,0.05196257144441622,-0.4682966115715065
583,27-08-2021,13.522084017604934,0.102118674,0.897881326,8.946114376,-1.756030806,0.37218369,-0.17932353741187126,0.334176785092773
584,28-08-2021,13.212907672948011,0.104925673,0.895074327,8.754160749,0.722575406,-0.112332789,0.07581671076779824,-0.100546195514208
585,29-08-2021,13.009360399049058,0.098188639,0.901811361,8.823206221,-0.18635922,-0.305709187,-0.018298358176901577,-0.2756920179986735
586,30-08-2021,13.439409572954723,0.146221935,0.853778065,8.861066544,0.182080794,1.56089783,0.02662420602501639,1.332660328960099
587,31-08-2021,13.336165836241976,0.106149506,0.893850494,8.947676062,0.182858591,-0.016958114,0.019410349102506046,-0.015158018576208316
588,01-09-2021,13.497152072309746,0.089423163,0.910576837,8.985445288,-0.238627661,0.255317152,-0.021338840225911742,0.23248588470000822
589,02-09-2021,13.425450185293132,0.082627518,0.917372482,8.885164095,0.035950165,-0.483325264,0.0029704729056404698,-0.4433892970489852
590,03-09-2021,13.484391964984765,0.097396068,0.902603932,8.619569258,0.050971019,-1.343434669,0.004964376832553292,-1.2125894146245186
591,04-09-2021,13.091322557516945,0.119215678,0.880784322,8.452334619,-0.142841528,-0.900191379,-0.017028949607075985,-0.7928744534227601
592,05-09-2021,12.994684539408071,0.112124686,0.887875314,8.45914026,0.603277122,-1.046228508,0.0676422578752337,-0.9289204650562515
593,06-09-2021,12.995683885373936,0.120111019,0.879888981,8.631235907,0.40769426,-2.537282612,0.048968573009050935,-2.2325270119816985
594,07-09-2021,13.494645296442254,0.082521252,0.917478748,8.892199092,0.933930037,0.791267741,0.07706907593364633,0.7259713363454682
